FID,UF,Municipio,Faixa_de_r,Produto,Valor,Concluidas,Entregues,Percentual,IF,the_geom
MCMV.3111,PB,Bel�m do Brejo do Cruz,Faixa 1,Oferta Publica,360000,30,30,99.7333,CHB,POINT (-37.53476299999983 -6.18515)
MCMV.3094,PB,Areial,Faixa 1,Oferta Publica,360000,23,21,77.1333,BANCO TRICURY,POINT (-35.89074 -7.02383)
MCMV.3080,PB,Ara�agi,Faixa 1,Oferta Publica,360000,30,30,100,FAM-LIA PAULISTA,POINT (-35.3736669999999 -6.843739)
MCMV.3084,PB,Arara,Faixa 1,Oferta Publica,360000,30,29,100,CHB,POINT (-35.745252 -6.822234)
MCMV.3056,PB,Aguiar,Faixa 1,Oferta Publica,360000,30,30,100,FAM-LIA PAULISTA,POINT (-38.16806 -7.0918)
MCMV.3062,PB,Alagoa Nova,Faixa 1,Oferta Publica,360000,9,9,50,BANCO TRICURY,POINT (-35.759065 -7.05377)
MCMV.3047,RN,Vera Cruz,Faixa 1,Oferta Publica,348000,20,7,72.3793,BANCO PAULISTA,POINT (-35.421579 -6.05677)
MCMV.3048,RN,Vera Cruz,Faixa 1,Rural,630000,50,50,99.47,Caixa,POINT (-35.421579 -6.05677)
MCMV.3051,RN,Vila Flor,Faixa 1,Oferta Publica,360000,14,14,71,BANCO PAULISTA,POINT (-35.067022999999836 -6.312868)
MCMV.3036,RN,Touros,Faixa 1,Oferta Publica,900000,17,16,50.2,BANCO LUSO BRASILEIRO,POINT (-35.4621 -5.201821)
MCMV.3038,RN,Triunfo Potiguar,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-37.17861 -5.85408)
MCMV.3029,RN,Tenente Laurentino Cruz,Faixa 1,Oferta Publica,360000,26,26,106.1,CHB,POINT (-36.713515 -6.1378)
MCMV.3014,RN,Taboleiro Grande,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-38.036693 -5.91948)
MCMV.3016,RN,Taipu,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-35.59179999999981 -5.63058)
MCMV.2999,RN,Senador Georgino Avelino,Faixa 1,Oferta Publica,336000,20,19,74.5714,BANCO PAULISTA,POINT (-35.12991199999982 -6.157598)
MCMV.3001,RN,Serra de S�o Bento,Faixa 1,Oferta Publica,312000,8,8,72.9615,BANCO LUSO BRASILEIRO,POINT (-35.703257999999835 -6.41762)
MCMV.3003,RN,Serra do Mel,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-37.024219 -5.177245)
MCMV.2997,RN,Senador El�i de Souza,Faixa 1,Oferta Publica,360000,8,8,45,BANCO PAULISTA,POINT (-35.69781299999988 -6.033343)
MCMV.2990,RN,S�o Tom�,Faixa 1,Oferta Publica,360000,30,29,100,CHB,POINT (-36.07979799999981 -5.964037)
MCMV.2976,RN,S�o Jos� do Campestre,Faixa 1,Oferta Publica,360000,8,8,96,ECONOMISA,POINT (-35.706681 -6.31087)
MCMV.2977,RN,S�o Jos� do Serid�,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-36.87464 -6.44002)
MCMV.2964,RN,S�o Gon�alo do Amarante,Faixa 1,FAR,11283500,305,305,100,Caixa,POINT (-35.325729 -5.790682)
MCMV.2969,RN,S�o Jo�o do Sabugi,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-37.20267599999988 -6.713867)
MCMV.2932,RN,Rodolfo Fernandes,Faixa 1,Oferta Publica,360000,8,8,31,BANCO PAULISTA,POINT (-38.057886 -5.78393)
MCMV.2914,RN,Porto do Mangue,Faixa 1,Oferta Publica,360000,30,12,100,CHB,POINT (-36.78871 -5.054413)
MCMV.2898,RN,Pedra Preta,Faixa 1,Oferta Publica,324000,8,8,37.3704,BANCO PAULISTA,POINT (-36.10837 -5.57352)
MCMV.2886,RN,Patu,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-37.63564 -6.106559)
MCMV.2818,RN,Mossor�,Faixa 1,FAR,29674000,802,794,100,Caixa,POINT (-37.34744599999988 -5.183737)
MCMV.2806,RN,Martins,Faixa 1,Oferta Publica,348000,20,20,72.3793,BANCO PAULISTA,POINT (-37.90797 -6.08279)
MCMV.2807,RN,Maxaranguape,Faixa 1,Oferta Publica,360000,17,17,87.4667,CHB,POINT (-35.26308199999988 -5.521809)
MCMV.2808,RN,Messias Targino,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-37.515816999999856 -6.071935)
MCMV.2778,RN,Lucr�cia,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-37.82409 -6.10067)
MCMV.2772,RN,Lagoa Nova,Faixa 1,Oferta Publica,360000,30,30,100,BANCO PAULISTA,POINT (-36.47026999999986 -6.093386)
MCMV.2759,RN,Jucurutu,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-37.00902 -6.030598999999882)
MCMV.2760,RN,Lagoa d'Anta,Faixa 1,Oferta Publica,324000,10,10,67,BANCO PAULISTA,POINT (-35.5949 -6.394926)
MCMV.2750,RN,Jo�o C�mara,Faixa 1,Oferta Publica,900000,32,32,67.9,BANCO LUSO BRASILEIRO,POINT (-35.81218599999988 -5.54094)
MCMV.2728,RN,Janda�ra,Faixa 1,Oferta Publica,336000,8,7,47.3929,BANCO PAULISTA,POINT (-36.127836 -5.35211)
MCMV.2719,RN,Itaj�,Faixa 1,Oferta Publica,360000,29,29,98,CHB,POINT (-36.87117599999988 -5.638935999999887)
MCMV.2710,RN,Ielmo Marinho,Faixa 1,Oferta Publica,348000,8,8,35.5517,BANCO PAULISTA,POINT (-35.54995199999985 -5.824469)
MCMV.2696,RN,Flor�nia,Faixa 1,Oferta Publica,348000,29,29,100,CHB,POINT (-36.82262 -6.122645)
MCMV.2697,RN,Flor�nia,Faixa 1,Oferta Publica,12000,1,1,100,CHB,POINT (-36.82262 -6.122645)
MCMV.2700,RN,Frutuoso Gomes,Faixa 1,Oferta Publica,360000,30,29,100,CHB,POINT (-37.83749 -6.15669)
MCMV.2705,RN,Governador Dix-Sept Rosado,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-37.51826 -5.448867)
MCMV.2691,RN,Fernando Pedroza,Faixa 1,Oferta Publica,312000,8,8,51.3846,BANCO PAULISTA,POINT (-36.5121 -5.71241)
MCMV.2684,RN,Extremoz,Faixa 1,FAR,29230000,790,790,100,Caixa,POINT (-35.30483999999984 -5.701433)
MCMV.2676,RN,Encanto,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-38.30328 -6.10691)
MCMV.2652,RN,Parnamirim,Faixa 1,FAR,34768000,848,827,100,Caixa,POINT (-35.271 -5.91116)
MCMV.2625,RN,Cerro Cor�,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-36.350278 -6.03503)
MCMV.2620,RN,Cear�-Mirim,Faixa 1,FAR,15981800,432,431,100,Caixa,POINT (-35.41974 -5.640060999999889)
MCMV.2608,RN,Carna�ba dos Dantas,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-36.58682 -6.550153)
MCMV.2590,RN,Cai�ara do Norte,Faixa 1,Oferta Publica,360000,30,29,100,CHB,POINT (-36.071689999999876 -5.070913)
MCMV.2581,RN,Bod�,Faixa 1,Oferta Publica,348000,29,29,100,BANCO PAULISTA,POINT (-36.41670599999986 -5.98027)
MCMV.2573,RN,Bara�na,Faixa 1,Oferta Publica,900000,60,58,100,CHB,POINT (-37.61291099999988 -5.06977)
MCMV.2560,RN,Ar�s,Faixa 1,Oferta Publica,324000,8,8,43.6667,BANCO PAULISTA,POINT (-35.160823 -6.18831)
MCMV.2562,RN,Augusto Severo,Faixa 1,Oferta Publica,324000,8,8,37.3704,BANCO PAULISTA,POINT (-37.31057 -5.8536)
MCMV.2511,CE,V�rzea Alegre,Faixa 1,Oferta Publica,750000,50,18,100,BICBANCO,POINT (-39.294154999999876 -6.782642)
MCMV.2504,CE,Umari,Faixa 1,Oferta Publica,216000,6,5,50,BICBANCO,POINT (-38.7008 -6.638926)
MCMV.2490,CE,Teju�uoca,Faixa 1,Oferta Publica,360000,19,19,97,CHB,POINT (-39.57987 -3.988307)
MCMV.2461,CE,S�o Lu�s do Curu,Faixa 1,Oferta Publica,228000,19,17,100,BICBANCO,POINT (-39.239122999999836 -3.66976)
MCMV.2446,CE,Saboeiro,Faixa 1,Oferta Publica,312000,6,1,46.9231,BICBANCO,POINT (-39.90173 -6.534595)
MCMV.2415,CE,Porteiras,Faixa 1,Oferta Publica,240000,3,2,52.9,BICBANCO,POINT (-39.11403 -7.522647)
MCMV.2417,CE,Potengi,Faixa 1,Oferta Publica,336000,10,10,51.8929,BICBANCO,POINT (-40.023291999999856 -7.09154)
MCMV.2407,CE,Penaforte,Faixa 1,Oferta Publica,288000,20,10,93.5,BICBANCO,POINT (-39.07072 -7.82163)
MCMV.2374,CE,Or�s,Faixa 1,Oferta Publica,720000,22,19,54.7083,BICBANCO,POINT (-38.90526 -6.25182)
MCMV.2361,CE,Morrinhos,Faixa 1,Oferta Publica,735000,25,21,72.0204,BICBANCO,POINT (-40.12327 -3.23426)
MCMV.2345,CE,Milagres,Faixa 1,Oferta Publica,825000,16,8,41.9273,BICBANCO,POINT (-38.93783 -7.29749)
MCMV.2331,CE,Marco,Faixa 1,Oferta Publica,675000,45,31,100,BICBANCO,POINT (-40.158239999999864 -3.128501)
MCMV.2320,CE,Maracana�,Faixa 1,FAR,4658090,104,104,100,Caixa,POINT (-38.625900999999885 -3.86699)
MCMV.2294,CE,Juc�s,Faixa 1,Oferta Publica,795000,32,4,66.8868,BICBANCO,POINT (-39.51868 -6.515229)
MCMV.2274,CE,Jaguaribe,Faixa 1,Oferta Publica,585000,17,14,59.2308,BANCO TRICURY,POINT (-38.622653 -5.902134)
MCMV.2254,CE,Itaitinga,Faixa 1,FAR,7215980,176,176,100,Caixa,POINT (-38.529763 -3.965768)
MCMV.2245,CE,Irau�uba,Faixa 1,Oferta Publica,870000,54,52,93.3793,BANCO TRICURY,POINT (-39.78433199999989 -3.747366999999883)
MCMV.2163,CE,Fortaleza,Faixa 1,FAR,15194900,352,351,100,Caixa,POINT (-38.54306 -3.71722)
MCMV.2143,CE,Forquilha,Faixa 1,Oferta Publica,825000,16,16,35.6,BANCO TRICURY,POINT (-40.263404999999864 -3.79945)
MCMV.2108,CE,Cedro,Faixa 1,Oferta Publica,795000,53,17,100,BICBANCO,POINT (-39.060868999999855 -6.600342)
MCMV.2109,CE,Chaval,Faixa 1,Oferta Publica,360000,30,22,100,BICBANCO,POINT (-41.24346 -3.035708)
MCMV.2067,CE,Cari�s,Faixa 1,Oferta Publica,360000,23,17,86.8,BICBANCO,POINT (-39.49162 -6.52428)
MCMV.2032,CE,Barro,Faixa 1,Oferta Publica,795000,21,16,52.3774,BICBANCO,POINT (-38.77413299999989 -7.171879)
MCMV.2033,CE,Barroquinha,Faixa 1,Oferta Publica,264000,22,13,100,BICBANCO,POINT (-41.135849999999834 -3.02051)
MCMV.2020,CE,Baixio,Faixa 1,Oferta Publica,360000,30,8,100,BICBANCO,POINT (-38.71338 -6.71945)
MCMV.2021,CE,Banabui�,Faixa 1,Oferta Publica,360000,26,26,99,CHB,POINT (-38.91317 -5.30454)
MCMV.2008,CE,Araripe,Faixa 1,Oferta Publica,795000,16,7,45.6981,BICBANCO,POINT (-40.13589 -7.21319)
MCMV.1997,CE,Aquiraz,Faixa 1,FAR,6978400,160,160,100,Caixa,POINT (-38.389563 -3.899293)
MCMV.1963,PI,V�rzea Branca,Faixa 1,Rural,630000,50,50,99.99,Caixa,POINT (-42.96922099999989 -9.238003)
MCMV.1972,CE,Abaiara,Faixa 1,Oferta Publica,300000,4,2,52.36,BICBANCO,POINT (-39.04158999999987 -7.34588)
MCMV.1923,PI,Teresina,Faixa 1,FAR,145963000,3896,2802,100,Caixa,POINT (-42.801940999999886 -5.08917)
MCMV.1906,PI,Tanque do Piau�,Faixa 1,Oferta Publica,312000,26,25,100,COBANSA,POINT (-42.278627 -6.59603)
MCMV.1907,PI,Tanque do Piau�,Faixa 1,Oferta Publica,48000,4,4,100,COBANSA,POINT (-42.278627 -6.59603)
MCMV.1876,PI,S�o Jos� do Piau�,Faixa 1,Oferta Publica,360000,30,30,100,FAM-LIA PAULISTA,POINT (-41.47311 -6.87194)
MCMV.1872,PI,S�o Jo�o do Piau�,Faixa 1,Oferta Publica,360000,30,25,100,COBANSA,POINT (-42.2559 -8.35466)
MCMV.1859,PI,S�o Jo�o da Fronteira,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-41.256921 -3.954975)
MCMV.1848,PI,Santo In�cio do Piau�,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-41.90625 -7.42072)
MCMV.1826,PI,Ribeiro Gon�alves,Faixa 1,Oferta Publica,360000,30,30,100,FAM-LIA PAULISTA,POINT (-45.24474 -7.5565)
MCMV.1811,PI,Piripiri,Faixa 1,FAR,48007800,1322,918,100,Caixa,POINT (-41.77157 -4.27157)
MCMV.1813,PI,Porto,Faixa 1,FAR,6102450,181,181,100,Caixa,POINT (-42.69982 -3.88815)
MCMV.1802,PI,Piracuruca,Faixa 1,Entidades,387765,25,25,100,Caixa,POINT (-41.708779 -3.93335)
MCMV.1803,PI,Piracuruca,Faixa 1,FAR,7139820,209,209,100,Caixa,POINT (-41.708779 -3.93335)
MCMV.1782,PI,Pedro II,Faixa 1,Oferta Publica,450000,28,28,79,COBANSA,POINT (-41.448183999999856 -4.42584)
MCMV.1768,PI,Parna�ba,Faixa 1,FAR,44350200,1214,1089,100,Caixa,POINT (-41.775388 -2.905847)
MCMV.1753,PI,Paes Landim,Faixa 1,Oferta Publica,360000,30,30,100,FAM-LIA PAULISTA,POINT (-42.24744 -7.77374)
MCMV.1746,PI,Oeiras,Faixa 1,Oferta Publica,450000,30,30,100,CHB,POINT (-42.1283 -7.019153)
MCMV.1735,PI,Nossa Senhora de Nazar�,Faixa 1,Rural,1260000,100,100,100,Caixa,POINT (-42.172953999999834 -4.63019)
MCMV.1706,PI,Lagoa do Barro do Piau�,Faixa 1,Oferta Publica,360000,30,30,100,FAM-LIA PAULISTA,POINT (-41.534199999999885 -8.47673)
MCMV.1707,PI,Lagoa do Piau�,Faixa 1,Oferta Publica,360000,30,29,100,CHB,POINT (-42.64366 -5.41864)
MCMV.1711,PI,Luzil�ndia,Faixa 1,FAR,10966700,300,278,100,Caixa,POINT (-42.371757 -3.4683)
MCMV.1694,PI,Jurema,Faixa 1,Rural,630000,50,50,100,Caixa,POINT (-43.133676 -9.219924)
MCMV.1690,PI,Juazeiro do Piau�,Faixa 1,Rural,630000,50,50,99.2,Caixa,POINT (-41.69756 -5.174589)
MCMV.1679,PI,Joca Marques,Faixa 1,Oferta Publica,360000,30,30,100,FAM-LIA PAULISTA,POINT (-42.42551699999984 -3.480399)
MCMV.1670,PI,Jacobina do Piau�,Faixa 1,Oferta Publica,360000,30,30,100,FAM-LIA PAULISTA,POINT (-41.207506 -7.93063)
MCMV.1657,PI,Hugo Napole�o,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-42.559755 -5.988597)
MCMV.1639,PI,Floriano,Faixa 1,FAR,26697100,736,180,100,Caixa,POINT (-43.024135999999885 -6.77182)
MCMV.1623,PI,Elesb�o Veloso,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-42.13546 -6.199475)
MCMV.1614,PI,Demerval Lob�o,Faixa 1,Rural,138600,11,11,99.99,Caixa,POINT (-42.67758 -5.35875)
MCMV.1618,PI,Domingos Mour�o,Faixa 1,FAR,2227210,64,64,100,Caixa,POINT (-41.268267 -4.249498)
MCMV.1599,PI,Coivaras,Faixa 1,Rural,176400,14,14,100,Caixa,POINT (-42.207950999999866 -5.092242)
MCMV.1600,PI,Col�nia do Piau�,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-42.175555 -7.226512)
MCMV.1608,PI,Curralinhos,Faixa 1,Rural,630000,50,50,100,Caixa,POINT (-42.83760199999989 -5.60825)
MCMV.1597,PI,Cocal,Faixa 1,Oferta Publica,450000,30,30,100,CHB,POINT (-41.55462299999982 -3.472792)
MCMV.1578,PI,Campo Maior,Faixa 1,Entidades,2475000,100,100,100,Caixa,POINT (-42.164124 -4.8217)
MCMV.1589,PI,Caridade do Piau�,Faixa 1,Oferta Publica,360000,30,30,100,FAM-LIA PAULISTA,POINT (-40.98476 -7.73435)
MCMV.1560,PI,Buriti dos Montes,Faixa 1,Oferta Publica,360000,30,30,100,CHB,POINT (-41.09335 -5.30584)
MCMV.1556,PI,Brasileira,Faixa 1,FAR,1810250,53,53,100,Caixa,POINT (-41.78585 -4.1337)
MCMV.1535,PI,Bela Vista do Piau�,Faixa 1,Oferta Publica,360000,30,30,100,FAM-LIA PAULISTA,POINT (-41.86752 -7.988091)
MCMV.1504,PI,Altos,Faixa 1,Oferta Publica,450000,30,30,100,CHB,POINT (-42.46116 -5.038879)
MCMV.1499,PI,Alto Long�,Faixa 1,Rural,604800,48,48,100,Caixa,POINT (-42.2095819999999 -5.256341)
MCMV.1470,MA,Vila Nova dos Mart�rios,Faixa 1,Oferta Publica,360000,10,9,58.1,BANCO LUSO BRASILEIRO,POINT (-48.13361 -5.18889)
MCMV.1454,MA,Timon,Faixa 1,FAR,97908100,2648,2534,100,Caixa,POINT (-42.83292 -5.097692)
MCMV.1334,MA,S�o Domingos do Maranh�o,Faixa 1,Oferta Publica,900000,60,60,100,BANCO LUSO BRASILEIRO,POINT (-44.382195 -5.580953)
MCMV.1324,MA,Santa Rita,Faixa 1,Rural,2837800,185,185,100,Caixa,POINT (-44.321078 -3.14241)
MCMV.1281,MA,Presidente Dutra,Faixa 1,Oferta Publica,795000,2,2,24.0566,BANCO LUSO BRASILEIRO,POINT (-44.494979999999885 -5.2898)
MCMV.1282,MA,Presidente Dutra,Faixa 1,Oferta Publica,105000,7,7,100,BANCO LUSO BRASILEIRO,POINT (-44.494979999999885 -5.2898)
MCMV.1261,MA,Pedro do Ros�rio,Faixa 1,Rural,353700,27,27,100,Caixa,POINT (-45.34932 -2.97272)
MCMV.1249,MA,Pastos Bons,Faixa 1,Oferta Publica,360000,30,28,100,BANCO LUSO BRASILEIRO,POINT (-44.0745399999999 -6.602958)
MCMV.1253,MA,Paulo Ramos,Faixa 1,Rural,1233400,92,92,100,Caixa,POINT (-45.23975999999982 -4.44485)
MCMV.1224,MA,Mon��o,Faixa 1,Oferta Publica,855000,15,15,61.1053,BANCO LUSO BRASILEIRO,POINT (-45.2496 -3.48125)
MCMV.1204,MA,Lagoa Grande do Maranh�o,Faixa 1,Oferta Publica,360000,15,15,61,BANCO LUSO BRASILEIRO,POINT (-45.38161 -4.98893)
MCMV.1189,MA,Itapecuru Mirim,Faixa 1,Rural,780000,50,50,100,Caixa,POINT (-44.35085 -3.40202)
MCMV.1190,MA,Itinga do Maranh�o,Faixa 1,Oferta Publica,900000,48,47,87.9667,BANCO LUSO BRASILEIRO,POINT (-47.523507 -4.452925)
MCMV.1151,MA,Governador Archer,Faixa 1,Oferta Publica,360000,9,9,79,ECONOMISA,POINT (-44.27541 -5.020778)
MCMV.1143,MA,Estreito,Faixa 1,Oferta Publica,900000,25,25,59,BANCO LUSO BRASILEIRO,POINT (-47.44307 -6.56077)
MCMV.1144,MA,Formosa da Serra Negra,Faixa 1,Oferta Publica,360000,7,7,77,ECONOMISA,POINT (-46.191583 -6.440173)
MCMV.1125,MA,Cod�,Faixa 1,FAR,36692800,1000,931,100,Caixa,POINT (-43.8923539999999 -4.45562)
MCMV.1116,MA,Chapadinha,Faixa 1,FAR,36722900,1000,914,100,Caixa,POINT (-43.35385 -3.73875)
MCMV.1117,MA,Cidel�ndia,Faixa 1,Oferta Publica,360000,19,19,95,BANCO LUSO BRASILEIRO,POINT (-47.778145 -5.17465)
MCMV.1110,MA,Caxias,Faixa 1,FAR,73962200,2000,1999,100,Caixa,POINT (-43.361749 -4.865052999999875)
MCMV.1073,MA,Bernardo do Mearim,Faixa 1,Rural,3214700,241,241,100,Caixa,POINT (-44.76075 -4.62666)
MCMV.1080,MA,Brejo,Faixa 1,Oferta Publica,900000,42,42,97.9,ECONOMISA,POINT (-42.752704 -3.677957)
MCMV.1059,MA,Balsas,Faixa 1,FAR,14779200,400,400,100,Caixa,POINT (-46.03716 -7.53214)
MCMV.1032,MA,Amarante do Maranh�o,Faixa 1,Oferta Publica,900000,58,55,99.7,BANCO LUSO BRASILEIRO,POINT (-46.74728 -5.56913)
MCMV.1036,MA,Arame,Faixa 1,Oferta Publica,750000,13,13,77.8,ECONOMISA,POINT (-46.003200999999876 -4.88347)
MCMV.1022,MA,Alc�ntara,Faixa 1,Rural,616500,45,45,100,Caixa,POINT (-44.406182 -2.395737)
MCMV.1017,MA,�gua Doce do Maranh�o,Faixa 1,Oferta Publica,360000,9,9,64.5333,BANCO LUSO BRASILEIRO,POINT (-42.1189 -2.84048)
MCMV.991,TO,Palmas,Faixa 1,FAR,31684000,822,704,100,Caixa,POINT (-48.36027899999988 -10.21278)
MCMV.865,TO,Gurupi,Faixa 1,FAR,13421000,363,361,100,Caixa,POINT (-49.06805 -11.72794)
MCMV.779,TO,Aragua�na,Faixa 1,FAR,35340000,930,930,100,Caixa,POINT (-48.2044 -7.192375)
MCMV.696,PA,S�o Jo�o da Ponta,Faixa 1,Oferta Publica,377000,15,15,87.6552,BANCO LUSO BRASILEIRO,POINT (-47.918021999999894 -0.857885)
MCMV.674,PA,Santa Isabel do Par�,Faixa 1,FAR,7731160,224,220,100,Caixa,POINT (-48.15662 -1.297847)
MCMV.669,PA,Santa B�rbara do Par�,Faixa 1,FAR,8475660,221,221,100,Caixa,POINT (-48.2951 -1.226143999999863)
MCMV.630,PA,Paragominas,Faixa 1,FAR,40598100,969,954,100,Caixa,POINT (-47.35269199999982 -3.00212)
MCMV.561,PA,Itaituba,Faixa 1,FAR,36251400,930,145,100,Caixa,POINT (-55.99264 -4.2667)
MCMV.562,PA,Itupiranga,Faixa 1,Oferta Publica,960000,60,60,100,FAM-LIA PAULISTA,POINT (-49.335849 -5.132716)
MCMV.508,PA,Castanhal,Faixa 1,FAR,57582200,1495,1211,100,Caixa,POINT (-47.91674199999983 -1.29797)
MCMV.489,PA,Cana� dos Caraj�s,Faixa 1,Oferta Publica,960000,30,30,70.8333,FAM-LIA PAULISTA,POINT (-50.085915 -6.424057999999889)
MCMV.406,PA,Ananindeua,Faixa 1,FAR,27668300,644,638,100,Caixa,POINT (-48.3743 -1.363914)
MCMV.367,RR,Boa Vista,Faixa 1,FAR,40950000,1050,1050,100,Caixa,POINT (-60.67333 2.81694)
MCMV.344,AM,Santo Ant�nio do I��,Faixa 1,Oferta Publica,896000,45,45,94.3036,BANCO LUSO BRASILEIRO,POINT (-67.94628 -3.09544)
MCMV.346,AM,S�o Paulo de Oliven�a,Faixa 1,Oferta Publica,960000,4,4,26.2,BANCO LUSO BRASILEIRO,POINT (-68.9645809999999 -3.472919)
MCMV.329,AM,Nhamund�,Faixa 1,Oferta Publica,351000,27,27,100,BANCO LUSO BRASILEIRO,POINT (-56.71568 -2.191642)
MCMV.330,AM,Nova Olinda do Norte,Faixa 1,Oferta Publica,960000,11,11,38.15,BANCO LUSO BRASILEIRO,POINT (-59.09404 -3.900367)
MCMV.285,AM,Guajar�,Faixa 1,Oferta Publica,351000,5,5,36.4444,BANCO LUSO BRASILEIRO,POINT (-72.59071299999982 -7.537971)
MCMV.273,AM,Careiro da V�rzea,Faixa 1,Oferta Publica,432000,5,5,42.9259,BANCO LUSO BRASILEIRO,POINT (-59.79639 -3.19698)
MCMV.275,AM,Codaj�s,Faixa 1,Oferta Publica,299000,18,13,82.5217,BANCO LUSO BRASILEIRO,POINT (-62.06579 -3.830528)
MCMV.280,AM,Fonte Boa,Faixa 1,Oferta Publica,390000,30,30,100,BANCO LUSO BRASILEIRO,POINT (-66.09421199999986 -2.523423999999864)
MCMV.253,AM,Autazes,Faixa 1,FAR,15600000,400,380,100,Caixa,POINT (-59.12558899999982 -3.585743)
MCMV.254,AM,Autazes,Faixa 1,Oferta Publica,944000,26,23,56.1695,BANCO LUSO BRASILEIRO,POINT (-59.12558899999982 -3.585743)
MCMV.230,AC,Rio Branco,Faixa 1,FAR,67743000,1737,1040,100,Caixa,POINT (-67.8099979999999 -9.97472)
MCMV.204,RO,Vale do Para�so,Faixa 1,Oferta Publica,390000,30,26,100,COBANSA,POINT (-62.130777 -10.43265)
MCMV.198,RO,Theobroma,Faixa 1,Rural,75600,6,6,100,Caixa,POINT (-62.344642 -10.23145)
MCMV.188,RO,S�o Francisco do Guapor�,Faixa 1,Oferta Publica,390000,30,26,100,COBANSA,POINT (-63.567967999999894 -12.051977)
MCMV.190,RO,Seringueiras,Faixa 1,Oferta Publica,390000,30,22,100,COBANSA,POINT (-63.018234 -11.805453999999827)
MCMV.180,RO,Parecis,Faixa 1,Rural,100800,8,8,100,Caixa,POINT (-61.60009 -12.193303)
MCMV.165,RO,Governador Jorge Teixeira,Faixa 1,Rural,100800,8,8,100,Caixa,POINT (-62.645552 -10.526809)
MCMV.167,RO,Ministro Andreazza,Faixa 1,Oferta Publica,390000,26,23,100,COBANSA,POINT (-61.51734299999987 -11.07475)
MCMV.169,RO,Ministro Andreazza,Faixa 1,Rural,201600,16,16,100,Caixa,POINT (-61.51734299999987 -11.07475)
MCMV.170,RO,Ministro Andreazza,Faixa 1,Rural,453600,36,36,100,Caixa,POINT (-61.51734299999987 -11.07475)
MCMV.172,RO,Mirante da Serra,Faixa 1,Rural,252000,20,20,100,Caixa,POINT (-62.66959 -11.028967)
MCMV.151,RO,Cacaul�ndia,Faixa 1,Rural,88200,7,7,100,Caixa,POINT (-62.904328 -10.34898)
MCMV.156,RO,Castanheiras,Faixa 1,Oferta Publica,377000,29,16,100,COBANSA,POINT (-61.94271 -11.413503)
MCMV.157,RO,Castanheiras,Faixa 1,Oferta Publica,13000,1,1,100,COBANSA,POINT (-61.94271 -11.413503)
MCMV.141,RO,Alvorada D'Oeste,Faixa 1,Rural,428400,34,34,100,Caixa,POINT (-62.284697 -11.346271)
MCMV.147,RO,Buritis,Faixa 1,Rural,93600,6,6,100,Caixa,POINT (-63.832438 -10.194272)
MCMV.132,RO,S�o Miguel do Guapor�,Faixa 1,Oferta Publica,464000,29,22,100,COBANSA,POINT (-62.719222 -11.69527)
MCMV.133,RO,S�o Miguel do Guapor�,Faixa 1,Oferta Publica,16000,1,1,100,COBANSA,POINT (-62.719222 -11.69527)
MCMV.136,RO,S�o Miguel do Guapor�,Faixa 1,Rural,156000,10,10,100,Caixa,POINT (-62.719222 -11.69527)
MCMV.138,RO,Nova Mamor�,Faixa 1,Rural,93600,6,6,100,Caixa,POINT (-65.334596 -10.4077)
MCMV.129,RO,Vilhena,Faixa 1,FAR,11673500,300,295,100,Caixa,POINT (-60.14885 -12.750183)
MCMV.131,RO,Vilhena,Faixa 1,Rural,218400,14,14,100,Caixa,POINT (-60.14885 -12.750183)
MCMV.119,RO,Rolim de Moura,Faixa 1,Rural,234000,15,15,100,Caixa,POINT (-61.77141 -11.727071)
MCMV.121,RO,Santa Luzia D'Oeste,Faixa 1,Oferta Publica,390000,30,30,100,COBANSA,POINT (-61.77768 -11.90736)
MCMV.72,RO,Nova Brasil�ndia D'Oeste,Faixa 1,Rural,277200,22,22,100,Caixa,POINT (-62.31266499999987 -11.72468)
MCMV.65,RO,Machadinho D'Oeste,Faixa 1,Rural,78000,5,5,100,Caixa,POINT (-61.98180099999985 -9.44363)
MCMV.57,RO,Ji-Paran�,Faixa 1,Rural,421200,27,27,100,Caixa,POINT (-61.93215 -10.877741)
