address,census_tract,clearance_date,clearance_status,council_district_code,description,district,latitude,location,location_description,longitude,primary_type,timestamp,unique_key,x_coordinate,y_coordinate,year,zipcode
6907 HARDY DR Austin TX 78757,15.04,2015-04-09 00:00:00,Not cleared,7.0,BURGLARY NON RESIDENCE,I,30.32936427457502,,6907 HARDY DR,-97.700502411477,Burglary,2015-03-17 00:00:00,2015760750.0,3116527.0,10098525.0,2015.0,78757.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-06-11 00:00:00,Cleared by Arrest,4.0,AGG ROBBERY/DEADLY WEAPON,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Robbery,2015-05-27 00:00:00,20151470187.0,3129997.0,10096983.0,2015.0,78753.0
313 E ANDERSON LN SVRD EB Austin TX 78752,18.04,2015-09-09 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,313 E ANDERSON LN SVRD EB,-97.700502411477,Theft,2015-09-05 00:00:00,20155039238.0,3125957.0,10098070.0,2015.0,78752.0
5301 MEDFORD DR Austin TX 78723,21.07,2015-07-08 00:00:00,Cleared by Arrest,1.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,5301 MEDFORD DR,-97.700502411477,Burglary,2015-07-06 00:00:00,20151870965.0,3133864.0,10081592.0,2015.0,78723.0
1071 CLAYTON LN Austin TX 78723,21.05,2015-07-20 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,1071 CLAYTON LN,-97.700502411477,Theft,2015-07-05 00:00:00,20155029150.0,3126310.0,10089393.0,2015.0,78723.0
(30.335782 -97.715748),15.03,2014-08-05 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.335782,(30.335782-97.715748),7000 GUADALUPE ST,-97.715748,Theft: BOV,2014-07-17 00:00:00,20145031535.0,3122181.0,10095627.0,2014.0,78752.0
Austin TX 78751,15.03,2014-05-07 00:00:00,Not cleared,4.0,AGG ASSAULT,I,30.32936427457502,,AIRPORT BLVD / E KOENIG LN SVRD EB,-97.700502411477,Aggravated Assault,2014-04-24 00:00:00,20141131503.0,3123418.0,10089827.0,2014.0,78751.0
Austin TX 78752,18.04,2014-09-15 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,7604 N IH 35 SVRD SB,-97.700502411477,Theft: BOV,2014-07-24 00:00:00,20145032561.0,3126667.0,10096430.0,2014.0,78752.0
6413 MANOR RD Austin TX 78723,21.07,2015-07-28 00:00:00,Not cleared,1.0,BURGLARY NON RESIDENCE,I,30.32936427457502,,6413 MANOR RD,-97.700502411477,Burglary,2015-07-03 00:00:00,20151840544.0,3136598.0,10085900.0,2015.0,78723.0
Austin TX 78723,21.05,2014-07-21 00:00:00,Not cleared,4.0,THEFT OF LICENSE PLATE,I,30.32936427457502,,5320 N IH 35 NB,-97.700502411477,Theft: All Other Larceny,2014-07-19 00:00:00,20145031799.0,3124737.0,10087329.0,2014.0,78723.0
2005 JUSTIN LN Austin TX 78757,15.05,2015-04-06 00:00:00,Not cleared,7.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,2005 JUSTIN LN,-97.700502411477,Burglary,2015-03-22 00:00:00,2015810705.0,3116216.0,10098394.0,2015.0,78757.0
7619 N IH 35 SVRD NB Austin TX 78752,18.12,2015-08-13 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,7619 N IH 35 SVRD NB,-97.700502411477,Theft,2015-08-05 00:00:00,20155034359.0,3127363.0,10096124.0,2015.0,78752.0
(30.356922 -97.715897),18.18,2014-12-22 00:00:00,Not cleared,7.0,THEFT,I,30.356922,(30.356922-97.715897),8400 RESEARCH BLVD SB,-97.715897,Theft: All Other Larceny,2014-11-04 00:00:00,20145048968.0,3121829.0,10103489.0,2014.0,78757.0
(30.338618 -97.692566),18.13,2014-09-12 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-09-12 00:00:00,20142550672.0,3129997.0,10096983.0,2014.0,78753.0
5431 N IH 35 SVRD NB Austin TX 78723,21.05,2015-12-23 00:00:00,Cleared by Arrest,4.0,THEFT,I,30.32936427457502,,5431 N IH 35 SVRD NB,-97.700502411477,Theft,2015-12-20 00:00:00,20153540971.0,3125086.0,10087962.0,2015.0,78723.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-09-15 00:00:00,Cleared by Arrest,4.0,THEFT,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-09-15 00:00:00,20152581229.0,3129997.0,10096983.0,2015.0,78753.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-06-23 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-06-19 00:00:00,20155026485.0,3129997.0,10096983.0,2015.0,78753.0
8000 CENTRE PARK DR Austin TX 78754,18.34,2015-09-04 00:00:00,Not cleared,1.0,THEFT FROM BUILDING,I,30.32936427457502,,8000 CENTRE PARK DR,-97.700502411477,Theft,2015-08-25 00:00:00,20158002925.0,3133898.0,10095076.0,2015.0,78754.0
(30.304312 -97.699596),21.05,2014-10-31 00:00:00,Not cleared,4.0,THEFT,I,30.304312,(30.304312-97.699596),1660 E 51ST ST,-97.699596,Theft: All Other Larceny,2014-10-21 00:00:00,20145046786.0,3127856.0,10084304.0,2014.0,78723.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,,,4.0,THEFT,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-01-24 00:00:00,2015240239.0,3129997.0,10096983.0,2015.0,78753.0
1748 OHLEN RD Austin TX 78757,18.18,2015-08-05 00:00:00,Not cleared,7.0,AUTO THEFT,I,30.32936427457502,,1748 OHLEN RD,-97.700502411477,Auto Theft,2015-08-04 00:00:00,20152161387.0,3120646.0,10105366.0,2015.0,78757.0
(30.334901 -97.717398),15.03,2014-02-21 00:00:00,Not cleared,4.0,THEFT OF LICENSE PLATE,I,30.334901,(30.334901-97.717398),6821 AIRPORT BLVD,-97.717398,Theft: All Other Larceny,2014-02-12 00:00:00,2014431231.0,3121808.0,10095277.0,2014.0,78752.0
6801 COLUMBIA DR Austin TX 78723,21.12,2015-06-15 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,I,30.32936427457502,,6801 COLUMBIA DR,-97.700502411477,Theft,2015-06-11 00:00:00,20155025164.0,3132671.0,10089694.0,2015.0,78723.0
Austin TX 78752,18.12,2014-02-14 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,6901 N IH 35 SVRD NB,-97.700502411477,Theft: BOV,2014-02-12 00:00:00,20145006695.0,3125855.0,10093516.0,2014.0,78752.0
5345 N IH 35 SVRD NB Austin TX 78723,21.05,2015-04-07 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,5345 N IH 35 SVRD NB,-97.700502411477,Theft,2015-03-05 00:00:00,20155009281.0,3125095.0,10087249.0,2015.0,78723.0
Austin TX 78752,18.12,2014-12-26 00:00:00,Not cleared,4.0,ROBBERY BY ASSAULT,I,30.32936427457502,,E ST JOHNS AVE / BETHUNE AVE,-97.700502411477,Robbery,2014-10-20 00:00:00,20142931648.0,3127833.0,10093652.0,2014.0,78752.0
702 LAMAR PL Austin TX 78752,15.03,2015-09-08 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,702 LAMAR PL,-97.700502411477,Theft,2015-09-06 00:00:00,20155039348.0,3120451.0,10093970.0,2015.0,78752.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-06-29 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-06-25 00:00:00,20151751776.0,3129997.0,10096983.0,2015.0,78753.0
1003 JUSTIN LN Austin TX 78757,15.05,2015-11-13 00:00:00,Not cleared,7.0,BURGLARY NON RESIDENCE,I,30.32936427457502,,1003 JUSTIN LN,-97.700502411477,Burglary,2015-10-23 00:00:00,20152960604.0,3120345.0,10096167.0,2015.0,78757.0
6603 N IH 35 SVRD NB Austin TX 78752,18.12,,,4.0,THEFT,I,30.32936427457502,,6603 N IH 35 SVRD NB,-97.700502411477,Theft,2015-09-06 00:00:00,20152491480.0,3126381.0,10092414.0,2015.0,78752.0
5789 AIRPORT BLVD Austin TX 78752,15.03,2015-02-05 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,5789 AIRPORT BLVD,-97.700502411477,Theft,2015-02-03 00:00:00,20155004783.0,3122836.0,10090826.0,2015.0,78752.0
(30.30389 -97.682041),21.07,2014-08-26 00:00:00,Not cleared,1.0,AGG ASSAULT,I,30.30389,(30.30389-97.682041),5605 MANOR RD,-97.682041,Aggravated Assault,2014-08-24 00:00:00,20142361061.0,3133252.0,10084185.0,2014.0,78723.0
1941 GASTON PLACE DR Austin TX 78723,21.06,2015-04-30 00:00:00,Cleared by Arrest,1.0,BURGLARY OF COIN-OP MACHINE,I,30.32936427457502,,1941 GASTON PLACE DR,-97.700502411477,Theft,2015-04-28 00:00:00,20151180174.0,3130926.0,10087173.0,2015.0,78723.0
2016 SINGING BROOK Austin TX 78723,21.06,2015-06-02 00:00:00,Not cleared,4.0,BREACH OF COMPUTER SECURITY,I,30.32936427457502,,2016 SINGING BROOK,-97.700502411477,Theft,2015-03-19 00:00:00,20158001027.0,3130312.0,10084072.0,2015.0,78723.0
(30.330428 -97.667649),18.34,2014-06-13 00:00:00,Not cleared,1.0,AUTO THEFT,I,30.330428,(30.330428-97.667649),8200 CROSS PARK DR,-97.667649,Auto Theft,2014-06-12 00:00:00,20141630344.0,3137358.0,10093908.0,2014.0,78754.0
(30.338618 -97.692566),18.13,2014-07-28 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-07-13 00:00:00,20141940747.0,3129997.0,10096983.0,2014.0,78753.0
(30.309268 -97.681102),21.12,2014-08-08 00:00:00,Cleared by Exception,1.0,AGG ASSAULT FAM/DATE VIOLENCE,I,30.309268,(30.309268-97.681102),2606 WHELESS LN,-97.681102,Aggravated Assault,2014-07-27 00:00:00,20142081382.0,3133583.0,10086395.0,2014.0,78723.0
(30.338617 -97.69861),18.13,2014-02-10 00:00:00,Not cleared,4.0,AUTO THEFT,I,30.338617,(30.338617-97.69861),820 E ANDERSON LN SVRD WB,-97.69861,Auto Theft,2014-02-05 00:00:00,2014360773.0,3127643.0,10096757.0,2014.0,78753.0
(30.30695 -97.682342),21.12,2014-04-10 00:00:00,Not cleared,1.0,AUTO THEFT,I,30.30695,(30.30695-97.682342),2608 LANSBURY DR,-97.682342,Auto Theft,2014-04-08 00:00:00,2014980311.0,3133112.0,10085383.0,2014.0,78723.0
5703 WELLINGTON DR Austin TX 78723,21.12,2015-04-07 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,I,30.32936427457502,,5703 WELLINGTON DR,-97.700502411477,Theft,2015-04-04 00:00:00,20155014133.0,3132149.0,10085280.0,2015.0,78723.0
(30.338618 -97.692566),18.13,,,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-12-23 00:00:00,20143570795.0,3129997.0,10096983.0,2014.0,78753.0
6915 BENNETT AVE Austin TX 78752,18.12,2015-12-30 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,6915 BENNETT AVE,-97.700502411477,Theft,2015-12-26 00:00:00,20153600788.0,3126831.0,10093209.0,2015.0,78752.0
(30.325944 -97.688659),18.11,2014-04-16 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,I,30.325944,(30.325944-97.688659),1521 REAGAN HILL DR,-97.688659,"Burglary / ",,,,,,
1901 E ANDERSON LN SVRD EB Austin TX 78752,18.11,2015-11-13 00:00:00,Not cleared,1.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,1901 E ANDERSON LN SVRD EB,-97.700502411477,Burglary,2015-11-11 00:00:00,20153151458.0,3134623.0,10092808.0,2015.0,78752.0
1307 E ST JOHNS AVE Austin TX 78752,18.12,2015-03-03 00:00:00,Cleared by Exception,4.0,AGG ASSAULT FAM/DATE VIOLENCE,I,30.32936427457502,,1307 E ST JOHNS AVE,-97.700502411477,Agg Assault,2015-02-17 00:00:00,2015481509.0,3129428.0,10092330.0,2015.0,78752.0
(30.302611 -97.685492),21.06,2014-07-01 00:00:00,Not cleared,1.0,THEFT,I,30.302611,(30.302611-97.685492),5317 WELLINGTON DR,-97.685492,Theft: All Other Larceny,2014-06-28 00:00:00,20141790207.0,3132173.0,10083754.0,2014.0,78723.0
(30.366512 -97.721525),18.18,2014-03-30 00:00:00,Cleared by Arrest,7.0,AGG ASSAULT,I,30.366512,(30.366512-97.721525),1907 HEARTHSTONE DR,-97.721525,Aggravated Assault,2014-02-09 00:00:00,2014401278.0,3120138.0,10106626.0,2014.0,78757.0
(30.323342 -97.718525),15.03,2014-12-12 00:00:00,Not cleared,4.0,BURGLARY NON RESIDENCE,I,30.323342,(30.323342-97.718525),5717 AVENUE F,-97.718525,"Burglary / ",,,,,,
Austin TX 78723,21.05,2014-02-06 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,5457 N IH 35 SVRD NB,-97.700502411477,Theft: All Other Larceny,2014-02-05 00:00:00,20145005630.0,3125835.0,10088264.0,2014.0,78723.0
(30.319154 -97.703544),21.05,2014-07-22 00:00:00,Not cleared,1.0,THEFT OF BICYCLE,I,30.319154,(30.319154-97.703544),1034 CLAYTON LN,-97.703544,Theft: All Other Larceny,2014-07-16 00:00:00,20145031278.0,3126342.0,10089763.0,2014.0,78723.0
7525 BURNET RD Austin TX 78757,15.04,2015-02-10 00:00:00,Not cleared,7.0,THEFT FROM PERSON,I,30.32936427457502,,7525 BURNET RD,-97.700502411477,Theft,2015-02-07 00:00:00,20155005464.0,3116576.0,10101023.0,2015.0,78757.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-05-06 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-05-04 00:00:00,20151241200.0,3129997.0,10096983.0,2015.0,78753.0
301 BLACKSON AVE Austin TX 78752,18.04,2015-08-19 00:00:00,Not cleared,4.0,THEFT OF LICENSE PLATE,I,30.32936427457502,,301 BLACKSON AVE,-97.700502411477,Theft,2015-08-18 00:00:00,20155036336.0,3124833.0,10096222.0,2015.0,78752.0
(30.332394 -97.713487),15.03,2014-07-10 00:00:00,Not cleared,4.0,THEFT,I,30.332394,(30.332394-97.713487),6805 MIRANDA DR,-97.713487,Theft: All Other Larceny,2014-07-01 00:00:00,20145028956.0,3122993.0,10094291.0,2014.0,78752.0
6733 BURNET LN Austin TX 78757,15.05,,,7.0,BURGLARY OF VEHICLE,I,30.32936427457502,,6733 BURNET LN,-97.700502411477,Theft,2015-05-18 00:00:00,20151380299.0,3115639.0,10098265.0,2015.0,78757.0
(30.3342 -97.700542),18.12,2014-03-07 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.3342,(30.3342-97.700542),820 BLACKSON AVE,-97.700542,Theft: BOV,2014-03-04 00:00:00,2014631063.0,3127150.0,10095240.0,2014.0,78752.0
(30.335453 -97.728668),15.05,2014-07-30 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,I,30.335453,(30.335453-97.728668),1311 PAYNE AVE,-97.728668,Theft: BOV,2014-07-28 00:00:00,20145033164.0,3118165.0,10095294.0,2014.0,78757.0
2803 LOYOLA LN Austin TX 78723,21.13,2015-09-28 00:00:00,Not cleared,1.0,AUTO THEFT,I,30.32936427457502,,2803 LOYOLA LN,-97.700502411477,Auto Theft,2015-09-27 00:00:00,20152700951.0,3135768.0,10088038.0,2015.0,78723.0
(30.340254 -97.730522),15.05,2014-01-20 00:00:00,Not cleared,7.0,THEFT,I,30.340254,(30.340254-97.730522),6710 ARROYO SECO,-97.730522,Theft: All Other Larceny,2014-01-19 00:00:00,20145002892.0,3117560.0,10097233.0,2014.0,78757.0
8101 CAMERON RD Austin TX 78754,18.34,2015-12-21 00:00:00,Not cleared,1.0,AUTO THEFT,I,30.32936427457502,,8101 CAMERON RD,-97.700502411477,Auto Theft,2015-12-20 00:00:00,20153540752.0,3132605.0,10096167.0,2015.0,78754.0
(30.339866 -97.712176),18.04,2014-07-30 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.339866,(30.339866-97.712176),503 W CRESTLAND DR,-97.712176,Theft: BOV,2014-07-09 00:00:00,20145030259.0,3123327.0,10097004.0,2014.0,78752.0
(30.339447 -97.693036),18.13,2014-08-27 00:00:00,Not cleared,4.0,THEFT,I,30.339447,(30.339447-97.693036),1015 NORWOOD PARK BLVD,-97.693036,Theft: All Other Larceny,2014-07-21 00:00:00,20145032045.0,3129234.0,10096999.0,2014.0,78753.0
820 BLACKSON AVE Austin TX 78752,18.12,2015-07-08 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,820 BLACKSON AVE,-97.700502411477,Theft,2015-07-01 00:00:00,20155028532.0,3127150.0,10095240.0,2015.0,78752.0
(30.321956 -97.679408),21.12,2014-04-07 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,I,30.321956,(30.321956-97.679408),7224 NORTHEAST DR,-97.679408,Theft: BOV,2014-03-28 00:00:00,2014870438.0,3133641.0,10090689.0,2014.0,78723.0
1809 BELFORD DR Austin TX 78757,18.18,2015-12-15 00:00:00,Not cleared,7.0,THEFT,I,30.32936427457502,,1809 BELFORD DR,-97.700502411477,Theft,2015-12-11 00:00:00,20155054054.0,3119246.0,10102435.0,2015.0,78757.0
704 E ST JOHNS AVE Austin TX 78752,18.04,2015-09-10 00:00:00,Cleared by Exception,4.0,AGG ASSAULT,I,30.32936427457502,,704 E ST JOHNS AVE,-97.700502411477,Agg Assault,2015-07-13 00:00:00,20151940532.0,3125664.0,10094886.0,2015.0,78752.0
1900 E ANDERSON LN EB Austin TX 78752,18.11,2015-09-21 00:00:00,Not cleared,1.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1900 E ANDERSON LN EB,-97.700502411477,Theft,2015-09-11 00:00:00,20155040268.0,3132382.0,10094181.0,2015.0,78752.0
7020 GRAND CANYON DR Austin TX 78752,18.12,2015-03-31 00:00:00,Not cleared,4.0,AUTO THEFT,I,30.32936427457502,,7020 GRAND CANYON DR,-97.700502411477,Auto Theft,2015-03-28 00:00:00,2015870509.0,3128790.0,10092240.0,2015.0,78752.0
(30.326897 -97.675991),18.11,,,1.0,THEFT BY SHOPLIFTING,I,30.326897,(30.326897-97.675991),2525 E ANDERSON LN EB,-97.675991,Theft: Shoplifting,2014-12-03 00:00:00,20143371715.0,3135245.0,10092464.0,2014.0,78752.0
(30.331935 -97.698531),18.12,2014-01-16 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.331935,(30.331935-97.698531),7301 CARVER AVE,-97.698531,Theft: BOV,2014-01-11 00:00:00,20145001608.0,3127802.0,10094281.0,2014.0,78752.0
(30.331949 -97.693032),18.12,2014-03-06 00:00:00,Not cleared,4.0,THEFT,I,30.331949,(30.331949-97.693032),7500 BLESSING AVE,-97.693032,Theft: All Other Larceny,2014-03-05 00:00:00,20145009984.0,3129407.0,10094387.0,2014.0,78752.0
3008 CEDARLAWN CIR Austin TX 78723,21.07,2015-12-08 00:00:00,Not cleared,1.0,AUTO THEFT,I,30.32936427457502,,3008 CEDARLAWN CIR,-97.700502411477,Auto Theft,2015-12-07 00:00:00,20153410293.0,3134923.0,10085389.0,2015.0,78723.0
8220 RESEARCH BLVD SB Austin TX 78757,18.18,2015-10-07 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,I,30.32936427457502,,8220 RESEARCH BLVD SB,-97.700502411477,Theft,2015-09-28 00:00:00,20155042671.0,3121721.0,10102490.0,2015.0,78757.0
2167 W ANDERSON LN Austin TX 78757,15.04,2015-10-21 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,I,30.32936427457502,,2167 W ANDERSON LN,-97.700502411477,Theft,2015-10-15 00:00:00,20158003637.0,3117619.0,10102108.0,2015.0,78757.0
5420 MIDDLE FISKVILLE RD Austin TX 78751,15.03,2015-06-16 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,5420 MIDDLE FISKVILLE RD,-97.700502411477,Burglary,2015-06-14 00:00:00,20151650703.0,3122811.0,10088806.0,2015.0,78751.0
(30.330906 -97.695049),18.12,2015-02-25 00:00:00,Not cleared,4.0,AUTO THEFT,I,30.330906,(30.330906-97.695049),7308 MEADOR AVE,-97.695049,Auto Theft,2014-11-08 00:00:00,20143120321.0,3128772.0,10094001.0,2014.0,78752.0
5621 N IH 35 SVRD NB Austin TX 78723,21.05,2015-11-19 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,5621 N IH 35 SVRD NB,-97.700502411477,Theft,2015-11-14 00:00:00,20155050325.0,3125468.0,10088596.0,2015.0,78723.0
909 REINLI ST Austin TX 78751,21.05,2015-03-04 00:00:00,Not cleared,4.0,THEFT OF BICYCLE,I,30.32936427457502,,909 REINLI ST,-97.700502411477,Theft,2015-03-01 00:00:00,20155008659.0,3124191.0,10089635.0,2015.0,78751.0
6710 TULSA CV Austin TX 78723,21.13,2015-07-27 00:00:00,Not cleared,1.0,THEFT,I,30.32936427457502,,6710 TULSA CV,-97.700502411477,Theft,2015-07-21 00:00:00,20155031757.0,3136156.0,10088241.0,2015.0,78723.0
5700 CAMERON RD Austin TX 78723,21.05,2015-10-15 00:00:00,Not cleared,4.0,THEFT FROM PERSON,I,30.32936427457502,,5700 CAMERON RD,-97.700502411477,Theft,2015-10-02 00:00:00,20152752038.0,3126690.0,10088315.0,2015.0,78723.0
(30.32739 -97.694722),18.12,2014-03-31 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32739,(30.32739-97.694722),7090 GRAND CANYON DR,-97.694722,Theft: BOV,2014-03-26 00:00:00,2014850712.0,3128889.0,10092725.0,2014.0,78752.0
6121 N IH 35 SVRD NB Austin TX 78752,18.12,2015-10-21 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,6121 N IH 35 SVRD NB,-97.700502411477,Theft,2015-10-09 00:00:00,20155044621.0,3125779.0,10091257.0,2015.0,78752.0
(30.32945 -97.690009),18.11,2014-12-16 00:00:00,Cleared by Arrest,1.0,AGG ASLT STRANGLE/SUFFOCATE,I,30.32945,(30.32945-97.690009),7517 CAMERON RD,-97.690009,Aggravated Assault,2014-09-14 00:00:00,20142571266.0,3130685.0,10093333.0,2014.0,78752.0
7801 NORTHWEST DR Austin TX 78757,15.04,2015-12-23 00:00:00,Not cleared,7.0,THEFT,I,30.32936427457502,,7801 NORTHWEST DR,-97.700502411477,Theft,2015-12-21 00:00:00,20155055656.0,3120325.0,10100836.0,2015.0,78757.0
(30.318499 -97.68814),21.12,2014-03-05 00:00:00,Cleared by Exception,1.0,AGG ASLT STRANGLE/SUFFOCATE,I,30.318499,(30.318499-97.68814),1800 PATTON LN,-97.68814,Aggravated Assault,2014-02-04 00:00:00,2014351520.0,3131193.0,10089537.0,2014.0,78723.0
(30.333135 -97.68685),18.11,2014-06-03 00:00:00,Not cleared,1.0,THEFT BY SHOPLIFTING,I,30.333135,(30.333135-97.68685),1420 E ANDERSON LN EB,-97.68685,Theft: Shoplifting,2014-05-22 00:00:00,20145022930.0,3130342.0,10095210.0,2014.0,78752.0
5515 WOODROW AVE Austin TX 78756,2.05,2015-04-13 00:00:00,Not cleared,7.0,THEFT,I,30.32936427457502,,5515 WOODROW AVE,-97.700502411477,Theft,2015-04-08 00:00:00,2015981121.0,3116795.0,10092335.0,2015.0,78756.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-09-04 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-08-26 00:00:00,20152381058.0,3129997.0,10096983.0,2015.0,78753.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-04-20 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-04-16 00:00:00,20155016066.0,3129997.0,10096983.0,2015.0,78753.0
Austin TX 78752,15.03,2014-05-14 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,7114 N IH 35 SVRD SB,-97.700502411477,Theft: Shoplifting,2014-05-09 00:00:00,20141291715.0,3125688.0,10094563.0,2014.0,78752.0
5104 RAVENSDALE LN Austin TX 78723,21.06,2015-12-28 00:00:00,Cleared by Arrest,1.0,AGG ASSAULT,I,30.32936427457502,,5104 RAVENSDALE LN,-97.700502411477,Agg Assault,2015-12-22 00:00:00,20153551716.0,3130907.0,10083325.0,2015.0,78723.0
5330 N IH 35 SVRD SB Austin TX 78751,21.05,2015-10-01 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,5330 N IH 35 SVRD SB,-97.700502411477,Theft,2015-09-26 00:00:00,20155042461.0,3124538.0,10087177.0,2015.0,78751.0
(30.33655 -97.730988),15.05,2014-05-29 00:00:00,Not cleared,7.0,BURGLARY OF RESIDENCE,I,30.33655,(30.33655-97.730988),1502 PAYNE AVE,-97.730988,"Burglary / ",,,,,,
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-10-08 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-10-06 00:00:00,20152790537.0,3129997.0,10096983.0,2015.0,78753.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-07-08 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-07-05 00:00:00,20155029157.0,3129997.0,10096983.0,2015.0,78753.0
(30.338618 -97.692566),18.13,2014-12-18 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-12-15 00:00:00,20143490741.0,3129997.0,10096983.0,2014.0,78753.0
Austin TX 78752,18.12,2014-10-28 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,6911 N IH 35 SVRD NB,-97.700502411477,"Burglary / ",,,,,,
6204 HYLAWN DR Austin TX 78723,21.07,2015-10-06 00:00:00,Not cleared,1.0,THEFT,I,30.32936427457502,,6204 HYLAWN DR,-97.700502411477,Theft,2015-10-01 00:00:00,20155043227.0,3136140.0,10085505.0,2015.0,78723.0
6222 N LAMAR BLVD Austin TX 78757,15.05,2015-10-07 00:00:00,Not cleared,7.0,THEFT,I,30.32936427457502,,6222 N LAMAR BLVD,-97.700502411477,Theft,2015-10-05 00:00:00,20155043979.0,3119863.0,10093861.0,2015.0,78757.0
Austin TX 78752,18.12,2014-12-23 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,6505 N IH 35 SVRD NB,-97.700502411477,Theft: All Other Larceny,2014-12-22 00:00:00,20145056075.0,3125788.0,10092237.0,2014.0,78752.0
